id,week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,month,year,Latitude,Longitude,precipitation,LAI,Temp,Disease_Category
174,24th week,Jharkhand,East Singhbhum,Acute Diarrhoeal Disease,21,1,11,6,2022,22.8092139,86.2091549,0.083907168,10.0,306.504,Diarrheal Diseases
175,24th week,Karnataka,Chikkamagaluru,Acute Diarrhoeal Disease,37,1,11,6,2022,13.5,75.5,0.197532349,22.0,297.78,Diarrheal Diseases
176,24th week,Karnataka,Shivamogga,Acute Diarrhoeal Disease,45,1,13,6,2022,13.9326093,75.574978,0.182578161,12.0,301.66,Diarrheal Diseases
177,24th week,Karnataka,Kolar,Acute Diarrhoeal Disease,13,1,14,6,2022,13.1367201,78.1337246,0.103152696,13.0,305.2066666,Diarrheal Diseases
178,24th week,Karnataka,Dakshina Kannada,Acute Diarrhoeal Disease,18,1,13,6,2022,12.9324457,74.9813132,1.388208146,12.0,301.76,Diarrheal Diseases
179,24th week,Karnataka,Mandya,Acute Diarrhoeal Disease,14,0,12,6,2022,12.5238888,76.8961961,0.058549216,9.0,303.26,Diarrheal Diseases
180,24th week,Karnataka,Vijayapura,Chikungunya,16,1,12,6,2022,16.666667,75.916667,0.159472373,4.0,306.664,Chikungunya
181,24th week,Karnataka,Chikkaballapur,Dengue,28,1,8,6,2022,13.6102243,77.5127721,0.345892089,10.0,304.065,Dengue
182,24th week,Madhya Pradesh,Rewa,Acute Diarrhoeal Disease,20,1,12,6,2022,24.756718,81.65493469,0.000434934,4.0,315.416,Diarrheal Diseases
183,24th week,Maharashtra,Gondia,Malaria,47,1,13,6,2022,21.455228,80.1962729,0.028822131,7.0,311.61,Malaria
184,24th week,Maharashtra,Nagpur,Acute Diarrhoeal Disease,47,1,15,6,2022,21.1498134,79.0820556,0.144372744,3.0,317.6,Diarrheal Diseases
185,24th week,Punjab,Patiala,Acute Diarrhoeal Disease,283,2,15,6,2022,30.2090874,76.33987209,0.013158468,3.0,312.0266666,Diarrheal Diseases
186,24th week,Uttar Pradesh,Kaushambi,Acute Diarrhoeal Disease,8,2,16,6,2022,25.53609455,81.44672839,0.012937982,5.0,311.985,Diarrheal Diseases
187,1st week,Kerala,Ernakulam,Acute Diarrhoeal Disease,92,0,1,1,2021,9.98408,76.2741457,0.183785227,34.0,302.304,Diarrheal Diseases
188,1st week,Tamil Nadu,Dharmapuri,Acute Diarrhoeal Disease,17,0,4,1,2022,12.09680475,78.19304301,0.112242577,15.0,298.36,Diarrheal Diseases
189,2nd week,Puducherry,Puducherry,Dengue,6,1,11,1,2021,11.9340568,79.8306447,0.875774087,8.0,300.28,Dengue
190,3rd week,Karnataka,Raichur,Acute Diarrhoeal Disease,13,0,20,1,2021,16.083333,77.166667,2.27e-05,8.0,304.4033334,Diarrheal Diseases
191,3rd week,Karnataka,Chikkaballapur,Acute Diarrhoeal Disease,61,1,24,1,2021,13.6102243,77.5127721,0.000920176,9.0,303.09,Diarrheal Diseases
192,3rd week,Karnataka,Bagalkot,Chikungunya,18,0,17,1,2021,16.1853166,75.6967919,5.22e-05,9.0,304.2133334,Chikungunya
193,3rd week,Karnataka,Ballari,Acute Diarrhoeal Disease,47,1,20,1,2021,15.2485413,76.8323648,2.27e-05,8.0,303.2133334,Diarrheal Diseases
194,3rd week,Maharashtra,Gadchiroli,Malaria,2,1,20,1,2021,19.75907035,80.16228073,2.27e-05,13.0,302.15,Malaria
195,3rd week,Punjab,Patiala,Acute Diarrhoeal Disease,41,2,18,1,2021,30.2090874,76.33987209,0.002698493,16.0,291.34,Diarrheal Diseases
196,3rd week,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,62,1,18,1,2021,22.642931,88.8930579,7.19e-05,6.0,293.5066666,Diarrheal Diseases
197,4th week,Karnataka,Ballari,Acute Diarrhoeal Disease,14,0,26,1,2021,15.2485413,76.8323648,7.83e-06,7.0,306.288,Diarrheal Diseases
198,4th week,Kerala,Ernakulam,Acute Diarrhoeal Disease,23,0,25,1,2021,9.98408,76.2741457,0.291835183,34.0,301.948,Diarrheal Diseases
199,4th week,Maharashtra,Gadchiroli,Malaria,10,1,26,1,2021,19.75907035,80.16228073,7.83e-06,14.0,302.7,Malaria
200,4th week,Puducherry,Puducherry,Dengue,13,1,25,1,2021,11.9340568,79.8306447,0.059788043,10.0,300.11,Dengue
201,4th week,Tamil Nadu,Virudhunagar Sivakasi,Dengue,7,1,25,1,2021,9.4477045,77.8000434,0.086656675,9.0,301.34,Dengue
202,5th week,Himachal Pradesh,Bilaspur,Acute Diarrhoeal Disease,309,0,6,2,2021,31.3380959,76.7611631,0.227996598,12.0,287.772,Diarrheal Diseases
203,5th week,Karnataka,Chamarajanagar,Chikungunya,15,1,2,1,2021,11.9346006,76.9328209,0.21464963,16.0,302.82,Chikungunya
204,5th week,Karnataka,Hassan,Acute Diarrhoeal Disease,14,0,1,2,2021,13.0070817,76.0992703,0.000628031,9.0,304.448,Diarrheal Diseases
205,5th week,Karnataka,Mandya,Acute Diarrhoeal Disease,26,0,4,2,2021,12.5238888,76.8961961,0.000156331,8.0,303.812,Diarrheal Diseases
206,5th week,Karnataka,Raichur,Acute Diarrhoeal Disease,18,0,5,2,2021,16.083333,77.166667,7.82e-05,7.0,306.6133334,Diarrheal Diseases
207,5th week,Maharashtra,Satara,Chikungunya,20,1,25,1,2021,17.63612885,74.29827808,8.27e-06,7.0,306.4833334,Chikungunya
208,5th week,Maharashtra,Thane,Malaria,2,1,6,1,2021,19.1943294,72.9701779,0.025765097,12.0,302.99,Malaria
209,5th week,Meghalaya,East Khasi Hills,Acute Diarrhoeal Disease,5,2,27,1,2021,25.40237355,91.83254097,0.015939842,25.0,291.3166666,Diarrheal Diseases
210,5th week,Meghalaya,South Garo Hills,Acute Diarrhoeal Disease,15,1,7,1,2021,25.347969,90.56577726,3.76e-05,37.0,293.2133334,Diarrheal Diseases
211,5th week,Odisha,Bolangir,Chikungunya,5,0,30,1,2021,20.7502257,83.2499464,0.008809665,9.0,302.44,Chikungunya
212,5th week,Odisha,Jajpur,Acute Diarrhoeal Disease,35,1,4,2,2021,20.8522696,86.3385714,7.82e-05,5.0,299.9866666,Diarrheal Diseases
213,5th week,Odisha,Puri,Acute Diarrhoeal Disease,350,0,6,2,2021,19.8076083,85.8252538,0.003205307,9.0,301.12,Diarrheal Diseases
214,5th week,Assam,Goalpara,Acute Diarrhoeal Disease,13,1,15,1,2021,26.1783623,90.6226683,0.041728944,17.0,294.5933334,Diarrheal Diseases
215,6th week,Karnataka,Dharwad,Dengue,3,0,9,2,2021,15.4540505,75.0066516,8.81e-05,9.0,306.96,Dengue
216,6th week,Maharashtra,Satara,Chikungunya,19,1,5,2,2021,17.63612885,74.29827808,7.82e-05,7.0,305.836,Chikungunya
217,6th week,Maharashtra,Thane,Chikungunya,2,1,30,1,2021,19.1943294,72.9701779,3.79e-05,10.0,304.7766666,Chikungunya
218,6th week,West Bengal,Purulia,Acute Diarrhoeal Disease,25,0,8,2,2021,23.3291882,86.3672378,0.023997208,4.0,299.0,Diarrheal Diseases
219,7th week,Karnataka,Bidar,Chikungunya,30,0,20,2,2021,18.083333,77.333333,0.023079119,4.0,308.84,Chikungunya
220,7th week,Maharashtra,Satara,Dengue,19,1,16,2,2021,17.63612885,74.29827808,5.4e-05,6.0,307.9866666,Dengue
221,8th week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,24,1,20,2,2021,15.8309251,78.0425373,0.007255567,8.0,306.6,Diarrheal Diseases
222,8th week,Karnataka,Kolar,Acute Diarrhoeal Disease,43,1,23,2,2021,13.1367201,78.1337246,0.123334526,8.0,303.528,Diarrheal Diseases
223,8th week,Puducherry,Puducherry,Acute Diarrhoeal Disease,108,1,22,2,2021,11.9340568,79.8306447,0.131742211,8.0,303.5733334,Diarrheal Diseases
224,8th week,Tamil Nadu,Pudukottai,Acute Diarrhoeal Disease,41,1,22,2,2021,10.3826515,78.8191259,0.070382442,7.0,302.62,Diarrheal Diseases
225,8th week,Madhya Pradesh,Dhar,Acute Diarrhoeal Disease,10,1,12,2,2022,22.5,75.25,8.29e-05,13.0,301.496,Diarrheal Diseases
226,8th week,Andhra Pradesh,Anantapur,Acute Diarrhoeal Disease,30,0,5,3,2021,14.6546235,77.55625984,3.87e-05,9.0,313.216,Diarrheal Diseases
227,8th week,Puducherry,Puducherry,Dengue,11,1,1,3,2021,11.9340568,79.8306447,0.001083108,10.0,306.952,Dengue
228,8th week,Tamil Nadu,Perambalur,Acute Diarrhoeal Disease,14,0,6,3,2021,11.2287716,78.81825555,0.000742542,7.0,310.0666666,Diarrheal Diseases
229,8th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,29,0,6,3,2021,22.9052114,88.3760639,6.9e-05,14.5,303.87,Diarrheal Diseases
230,8th week,Kerala,Ernakulam,Acute Diarrhoeal Disease,26,0,24,2,2021,9.98408,76.2741457,0.077130138,37.0,303.536,Diarrheal Diseases
231,9th week,Andhra Pradesh,Anantapur,Acute Diarrhoeal Disease,30,0,5,3,2021,14.6546235,77.55625984,3.87e-05,9.0,313.216,Diarrheal Diseases
232,9th week,Puducherry,Puducherry,Dengue,11,1,1,3,2021,11.9340568,79.8306447,0.001083108,10.0,306.952,Dengue
233,9th week,Tamil Nadu,Perambalur,Acute Diarrhoeal Disease,14,0,6,3,2021,11.2287716,78.81825555,0.000742542,7.0,310.0666666,Diarrheal Diseases
234,9th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,29,0,6,3,2021,22.9052114,88.3760639,6.9e-05,14.5,303.87,Diarrheal Diseases
235,10th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,43,0,8,3,2020,22.9052114,88.3760639,0.202024854,12.0,298.785,Diarrheal Diseases
236,11th week,Meghalaya,West Khasi Hills,Acute Diarrhoeal Disease,37,4,12,3,2021,25.58173695,91.28910306,0.281021363,23.0,297.5,Diarrheal Diseases
237,11th week,West Bengal,Puruliya,Acute Diarrhoeal Disease,255,1,16,3,2021,23.19989585,86.3209473,0.219921134,6.0,307.012,Diarrheal Diseases
238,11th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,122,0,9,3,2021,22.5760669,88.42006758,0.0019022,8.0,304.2066666,Diarrheal Diseases
239,12th week,Maharashtra,Satara,Acute Diarrhoeal Disease,80,1,21,3,2021,17.63612885,74.29827808,0.002590515,3.0,313.772,Diarrheal Diseases
240,12th week,Meghalaya,Ri Bhoi,Acute Diarrhoeal Disease,32,7,22,3,2021,25.87640255,91.85675742,0.006461682,9.0,300.0933334,Diarrheal Diseases
241,12th week,Odisha,Kalahandi,Acute Diarrhoeal Disease,12,2,25,3,2021,19.75,83.0,0.027730925,8.0,310.964,Diarrheal Diseases
242,12th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,57,0,25,3,2021,22.5760669,88.42006758,0.019501657,11.0,304.4,Diarrheal Diseases
243,12th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,32,0,22,3,2021,22.5760669,88.42006758,0.000930769,11.0,304.6033334,Diarrheal Diseases
244,12th week,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,93,1,19,3,2021,22.642931,88.8930579,0.097805746,20.0,301.7566666,Diarrheal Diseases
245,12th week,Karnataka,Raichur,Acute Diarrhoeal Disease,11,0,25,1,2021,16.083333,77.166667,8.27e-06,8.0,307.192,Diarrheal Diseases
246,13th week,Kerala,Ernakulam,Acute Diarrhoeal Disease,19,0,28,3,2021,9.98408,76.2741457,0.105828001,25.0,305.15,Diarrheal Diseases
247,13th week,Odisha,Kandhamal,Acute Diarrhoeal Disease,10,0,4,4,2021,20.13069385,84.07904761,0.000961237,9.0,309.164,Diarrheal Diseases
248,13th week,West Bengal,Purba Bardhaman,Acute Diarrhoeal Disease,126,1,31,3,2021,23.391717,87.90621212,0.004923739,14.0,305.7766666,Diarrheal Diseases
249,13th week,Kerala,Ernakulam,Acute Diarrhoeal Disease,37,0,9,3,2021,9.98408,76.2741457,0.022915903,35.0,306.5766666,Diarrheal Diseases
250,14th week,Kerala,Ernakulam,Acute Diarrhoeal Disease,50,0,5,4,2021,9.98408,76.2741457,0.354151961,27.0,303.65,Diarrheal Diseases
251,14th week,Kerala,Palakkad,Dengue,7,2,1,4,2021,10.78789845,76.47408711,0.647446409,22.0,305.312,Dengue
252,14th week,Meghalaya,East Khasi Hills,Acute Diarrhoeal Disease,8,2,5,4,2021,25.40237355,91.83254097,0.869273694,23.0,299.368,Diarrheal Diseases
253,14th week,West Bengal,Bardhaman,Acute Diarrhoeal Disease,41,0,6,4,2021,23.41146995,87.84499445,0.02559297,11.0,306.36,Diarrheal Diseases
254,14th week,West Bengal,Howrah,Acute Diarrhoeal Disease,31,0,5,4,2021,22.5736296,88.3251045,0.041993227,11.0,305.7633334,Diarrheal Diseases
255,14th week,West Bengal,Hooghly,Cholera,25,0,7,4,2021,22.9052114,88.3760639,0.039273295,13.0,305.37,Diarrheal Diseases
256,15th week,Meghalaya,East Garo Hills,Acute Diarrhoeal Disease,24,1,9,4,2021,25.61849455,90.63421622,0.205308717,27.0,301.3633334,Diarrheal Diseases
257,15th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,120,1,4,4,2021,22.5760669,88.42006758,0.021318831,11.0,305.42,Diarrheal Diseases
258,15th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,55,0,22,4,2021,22.5760669,88.42006758,0.023027234,11.0,306.28,Diarrheal Diseases
259,16th week,Maharashtra,Satara,Dengue,7,1,15,4,2021,17.63612885,74.29827808,0.152796303,3.0,313.9833334,Dengue
260,16th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,146,0,16,4,2021,22.5760669,88.42006758,0.064472652,12.0,306.84,Diarrheal Diseases
261,16th week,Kerala,Kottayam,Dengue,19,1,10,3,2021,9.6287383,76.64553257,0.04293383,35.0,306.34,Dengue
262,16th week,Maharashtra,Ahmednagar,Chikungunya,3,1,23,3,2021,19.1627725,74.8580243,0.041683899,6.0,309.66,Chikungunya
263,16th week,Maharashtra,Ahmednagar,Chikungunya,13,1,4,4,2021,19.1627725,74.8580243,7.99e-05,6.0,316.252,Chikungunya
264,16th week,Maharashtra,Satara,Dengue,31,1,5,4,2021,17.63612885,74.29827808,7.5e-05,5.0,317.92,Dengue
265,17th week,Odisha,Koraput,Acute Diarrhoeal Disease,9,1,1,5,2021,18.7232023,82.60811828,0.028730454,15.0,310.112,Diarrheal Diseases
266,17th week,Odisha,Nayagarh,Acute Diarrhoeal Disease,31,1,30,4,2021,20.1160666,85.11195644,0.012012173,9.0,312.47,Diarrheal Diseases
267,18th week,Punjab,Shahid Bhagat Singh Nagar,Acute Diarrhoeal Disease,19,1,8,5,2021,31.1239515,76.1201871,0.261350367,9.0,307.13,Diarrheal Diseases
268,19th week,Kerala,Kasaragod,Dengue,51,1,12,5,2021,12.5035577,74.9907022,0.582639096,14.0,301.27,Dengue
269,19th week,Kerala,Kozhikode,Dengue,43,0,10,4,2021,11.2450558,75.7754716,0.124842429,9.0,303.3241667,Dengue
270,19th week,Maharashtra,Thane,Malaria,2,1,2,5,2021,19.1943294,72.9701779,0.1122391,10.0,314.216,Malaria
271,20th week,Maharashtra,Nashik,Chikungunya,6,0,19,5,2021,20.0112475,73.7902364,0.261260284,7.0,312.09,Chikungunya
272,20th week,Kerala,Kannur,Dengue,32,2,2,5,2021,11.8763836,75.3737973,0.225489454,26.0,301.715,Dengue
273,20th week,Kerala,Malappuram,Dengue,37,1,3,3,2021,11.10684475,76.1099551,0.21164055,25.0,305.488,Dengue
274,20th week,Maharashtra,Nashik,Chikungunya,11,0,18,3,2021,20.0112475,73.7902364,5.56e-05,7.0,310.6566666,Chikungunya
275,20th week,Maharashtra,Pune,Chikungunya,25,1,8,2,2021,18.521428,73.8544541,9.5e-05,9.0,305.296,Chikungunya
276,20th week,Maharashtra,Thane,Dengue,2,1,29,4,2021,19.1943294,72.9701779,0.104392618,9.0,315.4666666,Dengue
277,21st week,Kerala,Kozhikode,Dengue,64,0,5,5,2021,11.2450558,75.7754716,0.527107705,9.0,303.3241667,Dengue
278,22nd week,Gujarat,Navsari,Acute Diarrhoeal Disease,15,0,6,6,2021,20.952407,72.9323831,0.072298664,7.0,305.425,Diarrheal Diseases
279,22nd week,Gujarat,Surat,Acute Diarrhoeal Disease,108,6,30,5,2021,21.19177615,72.95441578,0.040205983,10.0,302.808,Diarrheal Diseases
280,22nd week,Maharashtra,Bhandara,Acute Diarrhoeal Disease,108,1,3,6,2021,21.12304765,79.79390882,0.054140904,5.0,316.955,Diarrheal Diseases
281,22nd week,Maharashtra,Pune,Chikungunya,6,1,1,6,2021,18.521428,73.8544541,0.398551635,8.0,309.332,Chikungunya
282,22nd week,West Bengal,Purba Bardhaman,Cholera,29,1,31,5,2021,23.391717,87.90621212,0.899183003,5.0,302.24,Diarrheal Diseases
283,22nd week,West Bengal,Birbhum,Acute Diarrhoeal Disease,51,0,1,6,2021,24.0,87.583333,1.111215294,9.0,301.78,Diarrheal Diseases
284,22nd week,Kerala,Ernakulam,Dengue,24,1,5,5,2021,9.98408,76.2741457,0.60790436,28.0,304.5,Dengue
285,22nd week,Kerala,Malappuram,Dengue,20,1,17,5,2021,11.10684475,76.1099551,2.625326529,21.0,301.42,Dengue
286,23rd week,Maharashtra,Osmanabad,Dengue Fever,7,1,2,6,2021,18.16984395,76.11796321,0.270033558,2.0,313.328,Dengue
287,23rd week,Punjab,Sahibzada Ajit Singh Nagar,Acute Diarrhoeal Disease,342,1,9,6,2021,30.7041168,76.7176885,0.134951059,9.0,307.21,Diarrheal Diseases
288,23rd week,Gujarat,Anand,Acute Diarrhoeal Disease,15,0,31,5,2021,22.5584995,72.9625629,0.002561268,9.0,308.588,Diarrheal Diseases
289,23rd week,Kerala,Kozhikode,Dengue,64,0,11,5,2021,11.2450558,75.7754716,0.377935548,9.0,303.3241667,Dengue
290,23rd week,Kerala,Trivandrum,Chikungunya,10,0,14,5,2021,8.4882267,76.947551,1.219771472,9.0,300.26,Chikungunya
291,23rd week,Kerala,Palakkad,Dengue Fever,8,2,19,5,2021,10.78789845,76.47408711,2.608608357,24.0,300.12,Dengue
292,23rd week,West Bengal,Hooghly,Acute Diarrhoeal Disease,289,0,16,4,2021,22.9052114,88.3760639,0.113017599,13.0,306.2166666,Diarrheal Diseases
293,24th week,Gujarat,Morbi,Acute Diarrhoeal Disease,44,1,11,6,2021,22.8176662,70.8345928,0.01993589,3.0,309.2566666,Diarrheal Diseases
294,24th week,Odisha,Mayurbhanj,Acute Diarrhoeal Disease,18,1,20,6,2021,21.75,86.5,1.686497547,14.0,303.3241667,Diarrheal Diseases
295,24th week,West Bengal,Bardhaman,Acute Diarrhoeal Disease,29,0,17,6,2021,23.41146995,87.84499445,0.957589396,9.0,300.72,Diarrheal Diseases
296,24th week,Kerala,Kozhikode,Dengue,24,0,20,5,2021,11.2450558,75.7754716,3.641437897,9.0,303.3241667,Dengue
297,25th week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,174,0,24,6,2021,21.825599,75.614182,0.232713754,5.0,307.62,Diarrheal Diseases
298,25th week,Maharashtra,Nandurbar,Acute Diarrhoeal Disease,36,1,19,6,2021,21.51450155,74.54070115,0.093266774,5.0,309.316,Diarrheal Diseases
299,25th week,Maharashtra,Sindhudurg,Dengue,62,1,25,6,2021,16.1357193,73.6522086,0.833671811,9.0,298.11,Dengue
300,25th week,Uttar Pradesh,Farrukhabad,Dengue,7,1,26,6,2021,27.43719385,79.48912947,0.070730942,9.0,306.42,Dengue
301,25th week,Kerala,Kollam,Dengue,22,2,7,6,2021,8.8879509,76.5955013,1.052681601,21.0,299.96,Dengue
302,25th week,Kerala,Palakkad,Dengue,16,2,24,5,2021,10.78789845,76.47408711,1.051908116,14.0,301.215,Dengue
303,25th week,Kerala,Thiruvananthapuram,Chikungunya,16,1,15,6,2021,8.4882267,76.947551,0.718925355,23.0,299.4133334,Chikungunya
304,25th week,Maharashtra,Kolhapur,Dengue,5,3,15,6,2021,16.7028412,74.2405329,0.436547255,7.0,305.93,Dengue
305,25th week,West Bengal,Birbhum,Acute Diarrhoeal Disease,35,0,17,6,2021,24.0,87.583333,0.998327324,9.0,297.26,Diarrheal Diseases
306,25th week,West Bengal,Birbhum,Cholera,51,0,17,6,2021,24.0,87.583333,0.998327324,9.0,297.26,Diarrheal Diseases
307,26th week,Gujarat,Kheda,Cholera,10,1,29,6,2021,22.75,72.833333,0.045063992,7.0,307.52,Diarrheal Diseases
308,26th week,Jharkhand,Ranchi,Acute Diarrhoeal Disease,8,1,28,6,2021,23.3700501,85.3250387,0.834396808,14.0,302.925,Diarrheal Diseases
309,26th week,Madhya Pradesh,Barwani,Acute Diarrhoeal Disease,17,1,2,7,2021,22.0333621,74.8978374,0.322009813,4.0,307.84,Diarrheal Diseases
310,26th week,Karnataka,Davanagere,Acute Diarrhoeal Disease,31,0,29,6,2021,14.4661266,75.9206361,0.275772947,6.0,304.64,Diarrheal Diseases
311,26th week,Punjab,Patiala,Acute Diarrhoeal Disease,20,1,29,6,2021,30.2090874,76.33987209,0.026408263,4.0,306.4133334,Diarrheal Diseases
312,26th week,West Bengal,Purulia,Acute Diarrhoeal Disease,37,0,4,7,2021,23.3291882,86.3672378,0.478047529,5.5,300.925,Diarrheal Diseases
313,26th week,Maharashtra,Aurangabad,Suspected Dengue,5,1,25,6,2021,19.877263,75.3390241,0.132126093,3.5,309.23,Dengue
314,26th week,Maharashtra,Nandurbar,Acute Diarrhoeal Disease,7,1,19,6,2021,21.51450155,74.54070115,0.093266774,5.0,309.316,Diarrheal Diseases
315,26th week,Maharashtra,Pune,Dengue,6,1,24,6,2021,18.521428,73.8544541,0.356941131,10.0,301.405,Dengue
316,26th week,Kerala,Palakkad,Suspected Dengue,17,2,10,6,2021,10.78789845,76.47408711,0.837071223,7.0,303.0933334,Dengue
317,27th week,Assam,Dhemaji,Acute Encephalitis Syndrome,2,1,9,7,2021,27.4668315,94.51786509,0.670955046,4.0,274.91,Encephalitis
318,27th week,Gujarat,Gandhi Nagar,Acute Diarrhoeal Disease,21,0,8,7,2021,23.06016515,72.58063822,0.010774296,6.0,309.1,Diarrheal Diseases
319,27th week,Gujarat,Gandhi Nagar,Cholera,6,0,3,7,2021,23.06016515,72.58063822,0.025907127,6.0,305.88,Diarrheal Diseases
320,27th week,Gujarat,Kheda,Cholera,10,1,14,7,2021,22.75,72.833333,0.275505494,5.0,311.66,Diarrheal Diseases
321,27th week,Karnataka,Dharwad,Dengue,2,0,5,7,2021,15.4540505,75.0066516,0.282522068,5.0,309.1,Dengue
322,27th week,Maharashtra,Ahmednagar,Chikungunya,11,1,7,7,2021,19.1627725,74.8580243,0.017444185,9.0,306.51,Chikungunya
323,27th week,Maharashtra,Amravati,Dengue,3,1,1,7,2021,20.9521098,77.7333168,0.266817938,4.0,312.8466666,Dengue
324,27th week,West Bengal,Birbhum,Acute Diarrhoeal Disease,27,0,5,7,2021,24.0,87.583333,0.918443976,7.0,302.72,Diarrheal Diseases
325,28th week,Arunachal Pradesh,Lohit,Acute Diarrhoeal Disease,4,1,13,7,2021,27.8239052,95.861898,0.740537532,13.0,301.5,Diarrheal Diseases
326,28th week,Gujarat,Navsari,Acute Diarrhoeal Disease,12,0,17,7,2021,20.952407,72.9323831,0.711974368,7.0,301.34,Diarrheal Diseases
327,28th week,Haryana,Yamuna Nagar,Acute Diarrhoeal Disease,13,0,14,7,2021,30.1389108,77.301064,0.214619694,9.0,303.8933334,Diarrheal Diseases
328,28th week,Haryana,Panchkula,Cholera,440,1,13,7,2021,30.7137692,76.868276,0.453999401,8.0,305.1,Diarrheal Diseases
329,28th week,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,65,1,16,7,2021,31.6723392,76.95331691,2.046384693,21.0,296.96,Diarrheal Diseases
330,28th week,Jharkhand,Godda,Acute Diarrhoeal Disease,8,1,14,7,2021,24.74334305,87.29285062,0.393135088,10.0,295.93,Diarrheal Diseases
331,28th week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,138,0,13,7,2021,21.825599,75.614182,0.373549796,10.0,309.23,Diarrheal Diseases
332,28th week,Maharashtra,Akola,Malaria,21,1,16,7,2021,20.76181225,77.19211567,0.871201833,5.0,302.98,Malaria
333,28th week,Maharashtra,Amravati,Dengue,5,1,12,7,2021,20.9521098,77.7333168,0.500812467,2.5,316.84,Dengue
334,29th week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,41,3,25,7,2021,15.8309251,78.0425373,1.222079249,6.0,300.2,Diarrheal Diseases
335,29th week,Gujarat,Navsari,Acute Diarrhoeal Disease,31,0,25,7,2021,20.952407,72.9323831,0.42846128,1.0,301.34,Diarrheal Diseases
336,29th week,Punjab,Sangrur,Acute Diarrhoeal Disease,20,0,24,7,2021,30.2093363,75.81842243,1.065992561,19.0,299.98,Diarrheal Diseases
337,29th week,Haryana,Panchkula,Cholera,511,1,13,7,2021,30.7137692,76.868276,0.453999401,8.0,305.1,Diarrheal Diseases
338,29th week,Jharkhand,Godda,Acute Diarrhoeal Disease,8,1,14,7,2021,24.74334305,87.29285062,0.393135088,10.0,295.93,Diarrheal Diseases
339,29th week,Jharkhand,West Singhbhum,Acute Diarrhoeal Disease,9,1,21,7,2021,22.7859232,86.1716093,0.21532897,5.0,299.88,Diarrheal Diseases
340,29th week,Kerala,Palakkad,Dengue,11,2,13,6,2021,10.78789845,76.47408711,0.294602995,8.0,302.156,Dengue
341,29th week,Maharashtra,Chandrapur,Dengue,58,1,3,7,2021,20.0967555,79.50454752,0.581624073,6.0,305.52,Dengue
342,29th week,Maharashtra,Nagpur,Dengue,4,1,10,7,2021,21.1498134,79.0820556,0.552951609,13.0,308.685,Dengue
343,30th week,Assam,Darrang (Mangaldoi),Acute Encephalitis Syndrome,1,1,15,7,2021,26.4365974,92.0342718,0.564602328,5.0,271.9,Encephalitis
